ID,letter,phrase,type,meaning
5086,E,estar palmado,pop.,Estar desganado estar enfermo de muerte o muy enfermo.
5087,E,embroque,lunf.,Acción y efecto de Embrocar.
5088,E,engrupir,lunf.,"Embaucar, engañar (JAS.), falsear, mentir (LCV.) timar, hacer el cuento del tío (JAS.), meter un cuento (JAS.) distraer (AD.) cautivar, encantar, seducir, halagar, adular."
5089,E,esférico,lunf.,Plato (LCV.) (fútb.) igual que Pelota.
5090,E,estar para el crimen,pop.,Dícese de una mujer sexualmente deseable.
5091,E,embroyado/da,pop.,"Arrevesado, desordenado."
5092,E,engrupirse,lunf.,"Engañarse a sí mismo, engreírse, envanecerse, ensoberbecerse, sobreestimarse."
5093,E,esfinge,pop.,Persona impenetrable.
5094,E,estar patilludo/da,pop.,"Fastidiarse, irritarse, molestarse."
5095,E,embroyar,pop.,Embrollar.
5096,E,engualichado/da,pop.,"Embrujado, hechizado, que tiene gualicho (TG.)."
5097,E,esfumarse,pop.,"Escaparse de un encierro, dispararse (TG.), desvanecerse (TG.) ocultarse, esconderse."
5098,E,estar patiyudo/da,pop.,Igual que Estar patilludo.
5099,E,embroyo,pop.,"Embrollo, situación embarazosa."
5100,E,engualichar,pop.,"Hechizar, embrujar, meter el gualicho dentro de una persona (TG.)."
5101,E,esfumino,ital. sfumino.,Rollo de papel para esfumar un dibujo.
5102,E,estar pato/ta,pop.,"Pobre, falto de dinero."
5103,E,embuchada,pop.,Ofensa o desaire que no ha sido olvidado.
5104,E,enguaridar,delinc.,Facilitar refugio o albergue a otro.
5105,E,esgufio/a,lunf.,Aburrido (YAC..). Igual que Esgunfiola.
5106,E,estar pidiendo pista,medic.,Estar en agonía.
5107,E,embuchado,pop.,"Disgusto que no se exterioriza, enojo disimulado."
5108,E,enguiyado/da,lunf.,Adinerado.
5109,E,esgunfia,lunf.,"Aburrimiento, fastidio, hastío, pereza, cansancio (BRA.)."
5110,E,estar piedra,hipp.,Estar agotado.
5111,E,embuchar,pop.,"Comer, tragar guardar algo o un secreto."
5112,E,enguiyador/ora,lunf.,"Economizador, tacaño, ahorrador."
5113,E,esgunfiado/da,lunf.,"Fastidiado, aburrido (LCV.), hastiado, harto disgustado (LCV.), molesto, importunado, cansado (BRA.). Igual que Esgunfio (JAS.)."
5114,E,estar planchado/da,pop. y drog.,Igual que estar con la depre.
5115,E,embuchonar,pop.,Comer de prisa (ERDELV.).
5116,E,enguiyar,lunf.,"Ahorrar con tacañería, guardar dinero prosperar."
5117,E,esgunfiador/ora,lunf.,"Persona que es cansadora, importuna y molesta (LCV) persona aburrida (REV.P.) insoportable. Igual que Esgunfiola (JAS.)."
5118,E,estar podrido en plata,pop.,Poseer mucho dinero y/o bienes de fortuna.
5119,E,embute,ins.,Escondrijo secreto de documentación subversiva.
5120,E,enguiyarse,lunf.,Enriquecerse progresar.
5121,E,esgunfiamiento,lunf.,"Aburrimiento (YAC.), abatimiento, cansancio, desgano."
5122,E,estar por la loma del diablo,pop.,Estar lejos (TG.).
5123,E,embutirse,pop.,"Meterse en algo,"
5124,E,enguiye,lunf.,Acción y efecto de Enguiyar.
5125,E,esgunfiar,lunf.,"Aburrir (JAS.), molestar (LCV), decir pavadas (REV.P.), hastiar (BRA), cansar, importunar, fastidiar (REV.P.)."
5126,E,estar que arde,pop.,Existir problemas o dificultades referidos a una situación o asunto.
5127,E,emigrar,pop.,Irse (JAS.).
5128,E,engular,lunf.,Morder (AD).
5129,E,esgunfiarse,lunf.,"Aburrirse, molestarse, hastiarse, cansarse, fastidiarse, importunarse."
5130,E,estar que bruye,lunf.,Igual que Estar que arde.
5131,E,empacado,pop.,"Persona poco comunicativa, retraída, reconcentrada y terca (TG.) disgustado, enojado pero en silencio con la procesión por dentro (REV.P.) (delinc.) Víctima de los cuenteros que acepta el paco que éstos le entregan y a su vez da el dinero (LCV)."
5132,E,enguyado/da,lunf.,Preso.
5133,E,esgunfio/a,lunf.,"Igual que Esgunfiadolda. Cansado (LCV.), aburrido (LCV), harto (JAS.)."
5134,E,estar que pela,pop.,"Igual que estar que ardell Estar muy caliente un alimento, bebida o cosa. Por extensión la sensación extrema de frío."
5135,E,empacador,pop.,"Tacaño, ahorrativo."
5136,E,enguyar,lunf.,Apresar.
5137,E,esmoquin,ingl. Smoking,Traje de media etiqueta masculino con las solapas de seda.
5138,E,estar rayado/da,pop.,Estar loco (drog.) Desentenderse o desinteresarse un drogadicto del grupo que ha integrado.
5139,E,empacar,pop.,"Ahorrar, economizar con tacañería, guardar (LCV), retener (LCV) intentar quedarse con lo ajeno (LCV.) (delinc.) Engañar con el cuento del paco esconder, ocultar."
5140,E,enjabonar,pop.,"Adular reprender, increpar."
5141,E,espada,delinc.,Llave en general (AD); llave para violar cerraduras; ganzúa (JG.) metaf. por pene.
5142,E,estar refundido,pop.,Estar muy pobre extenuado comprometido en una situación perjudicado (delinc.) Condenado a prisión o reclusión perpetua.
5143,E,empacarse,pop.,"Empecinarse, obstinarse, resistirse (LCV) detenerse (LCV.) resistirse un animal a obedecer."
5144,E,enjabonar el piso,pop.,Poner asechanzas a otro para hacerlo incurrir en faltas o errores.
5145,E,espagueti,ital. Spaguetti.,"Delgado (YAC.), flaco fideo de pasta algo gruesa, de forma cilíndrica (JG.)."
5146,E,estar sonado/da,pop.,Estar enfermo de muerte estar loco.
5147,E,empalmada,delinc.,Escamoteo de naipes en el juego sustracción de dinero en un cambio o vuelto.
5148,E,enjaretar,pop.,Atribuir a otro culpas que no tiene o errores que no cometió endilgar a otro tareas desagradables.
5149,E,espamentador/ora,pop.,"Bochinchero (LCV.) pendenciero (LCV) ostentoso, alardeador."
5150,E,estar tirado,pop.,"Carecer de dinero, andar en la miseria o pobreza."
5151,E,empalmar,delinc.,Colocar un preso en la cárcel un mango o empuñadura a algo que ha conseguido y puede servirle como arma cortante (LCV.) escamotear un vuelto o cambio de dinero sustraer fichas de juego colocando sobre ellas la mano con la palma untada en substancias adhesivas.
5152,E,enjaulado/da,pop.,Apresado.
5153,E,espamentar,pop.,"Exagerar una situación, alardear, hablar fuerte (LCV.) producir desorden (LCV.) alarmar (LCV)."
5154,E,estar tirado como el perejil,pop.,"Estar por el suelo, en malas condiciones."
5155,E,empalmar la línea,pop.,Intervención ilegal de un teléfono.
5156,E,enjaulador/ora,pop.,"Empleado policial riguroso que cuando encuentra un ladrón lo apresa (LCV), policía, agente de investigaciones."
5157,E,espamentero/ra,pop.,"Pedante, exagerado, ostentoso alarmista."
5158,E,estar todo liso,hipp.,"Estar todo bien, en su lugar, correcto."
5159,E,empamparse,pop.,Extraviarse en la pampa (FJS.) marearse.
5160,E,enjaular,pop.,"Apresar, arrestar, detener (LCV.), aprisionar (LCV) reducir, enamorar empeñar algún objeto (LCV.) dejar algo en prendal/ (medic.) Internar."
5161,E,espamento,pop.,Aspaviento. Acción y efecto de espamentar.
5162,E,estar varado,pop.,Estar pobre.
5163,E,empanadas,"Arm., ejerc. aer.",Cadetes de los Liceos de las Fuerzas Armadas.
5164,E,enjetado/da,pop.,Persona con gesto enojado.
5165,E,espamentoso/sa,pop.,"Ostentoso, afectado, pedante, vanidoso, exagerado alarmista."
5166,E,estar verde,pop.,"Carecer de madurez una persona, ser aún muy joven para algo determinado."
5167,E,empantanarse,pop.,"Comprometerse seriamente en algo grave (LCV.), atarse u obligarse a un compromiso quedarse irresoluto en un asunto de necesaria resolución (FJS)."
5168,E,enjetarse,pop.,Enojarse.
5169,E,espanolit,,Lenguaje de los judíos españoles en Israel.
5170,E,estar viajando,pop.,Hallarse distraído (drog.) Bajo los efectos de drogas.
5171,E,empaparse,pop.,Conocer bien o interiorizarse en detalle de un asunto.
5172,E,enjuague,pop.,"Igual que chanchullo. Negociación oculta y artificiosa para conseguir lo que no se puede obtener en forma regular, trabajo sucio (JAS.)."
5173,E,espantada,pop.,"Fuga despavorida, huída desordenada de varias personas después de un desorden o riña."
5174,E,estar vivito y coleando,pop.,Haber superado enfermedades u operaciones quirúrgicas de importancia.
5175,E,empapelad/da,pop.,Funcionario sobornado persona procesada.
5176,E,enlazar,pop.,Casar.
5177,E,espantajo,pop.,Persona fea molesta despreciable mujer mal arreglada.
5178,E,estarado/da,lunf.,"Preso, aprisionado, apresado."
5179,E,empapelar,pop.,"Sobornar poner papeles con anotaciones de juegos prohibidos a una persona en sus ropas o pertenencias, para acusarlo de infracción pagar un servicio o favor recibido (LCV.) formar una causa criminal a alguien hacer emisiones excesivas de dinero (LS.)."
5180,E,enloquecer,pop.,Cautivar excesivamente (LS.).
5181,E,espantarse,lunf.,Mudarse de casa (AD.).
5182,E,estaribel,lunf.,"Cárcel (AD), prisión (AD)."
5183,E,empapelarse,abog.,Llenarse un estudio jurídico de pleitos de poca importancia.
5184,E,enmarrocado,lunf.,"Encadenado, sujetado con cadenas, encadenado (LCV.)  endeudado engañado metido en un mal negocio."
5185,E,espantosa,pop.,"Colitis o diarrea sorpresiva,"
5186,E,estaribel de manyamiento,lunf.,"Depósito policial de contraventores (AD), donde los ladrones son constantemente objeto de examen de vista por los pesquisas (REV.P.)."
5187,E,empaque,pop.,"Soberbia, frescura, desfachatez vestir con elegancia afectada juntar dinero (JAS.) aspecto, figura de una persona seriedad, gravedad."
5188,E,enmarrocar,lunf.,"Ahorrar, guardar, economizar con tacañería, juntar dinero comprometer encadenar (LCV.), colocar las esposas o cadena, engrillar."
5189,E,espantoso,pop.,"Miedo, susto, terror imprevisto."
5190,E,estaro,pop.,"Cárcel (AD), prisión (AD), comisaría, establecimiento de detención de cualquier tipo."
5191,E,empaquetado/da,delinc.,"Aprisionado, arrestado, detenido (LCV.) puerta cerrada persona víctima de una astucia, estafada (pop.) Persona bien vestida (LCV.) envuelto."
5192,E,enmascarar,pop.,"Cubrir con algún paño, o algo así por el estilo, un objeto que se quiere hurtar (LCV). En el espiante de valijas y maletas en los embarcaderos y estaciones de ferrocarril los espiantadores cubren dichas prendas con fundas, lonas, o blusa grande (LCV.), cubrir, esconder, disimular."
5193,E,esparar,delinc.,Ayudar a un punguista distrayendo a su víctima para facilitar la substracción.
5194,E,estaro a la gurda,lunf.,"Cárcel, prisión, penitenciaría (AD)."
5195,E,empaquetador/ora,pop.,Que junta dinero.
5196,E,enmendar la plana,pop.,Corregir lo escrito por otro superar lo que ha hecho otra persona.
5197,E,esparo,delinc.,"Maniobra del ayudante del punguista para facilitar la sustracción, interceptando la vista de la víctima levantando el brazo a la altura de la cara de la misma (JSA); en general todo lo que sirve para facilitar la punga (como un diario, un sombrero, el brazo, el saco) ocultando la mano del operador (AD.)  hacer pantalla o colocarse de modo que no se note lo que ocurre (LCV) profesional del delito que en ciertos hurtos o robos tiene por misión interponerse entre la futura víctima y sus compañeros de mala vida, con objeto de que estos puedan ""operar"" con más comodidad y sin que el interesado se de cuenta (LCV); ayudante del ladrón carterista o del auxiliar o grupo que se lleva lo robado, o que atrae la atención sobre sí para facilitar la huída de sus cómplices."
5198,E,estaro chico,lunf.,Comisaría (AD).
5199,E,empaquetar,delinc.,"Cerrar una puerta encarcelar, detener, arrestar engañar, enredar, hacer el cuento del tíoll (pop.) Ahorrar (JAS.), economizar con tacañería, juntar dinero envolver, convencer a otro con falsos argumentos esconder hacer un paquete ataviar, acicalar una persona."
5200,E,enojadizo/za,pop.,Muy enojado.
5201,E,espárrago,pop.,Dedo persona flaca.
5202,E,estaro de minas,lunf.,Cárcel Correccional de Mujeres.
5203,E,empaquetarse,pop.,"Vestirse bien (LCV), adornarse mucho, emperifollarse, acicalarse esconderse para no ser visto."
5204,E,enquerosenado/da,pop.,Embriagado (LCV.).
5205,E,especie,pop.,"Caso, asunto especia mercancía, producto."
5206,E,estárter,turf. ingl. Starter,El que da la señal de partida o largada de una carrera de caballos.
5207,E,empardado/da,pap.,"Empatado, igualado."
5208,E,enquilombado/da,pop.,"Complicado, desordenado."
5209,E,espejeime,delinc.,"Cuestión, asunto, tema."
5210,E,estaso,lunf.,"Sonso (LCV), tonto (LCV), otario (LCV) panete (LCV), torpe, simple, persona falta de espíritu, que carece de iniciativas (LCV.)."
5211,E,empardar,pop.,"Empatar, igualar (jgo.) Tirar en el truco una carta del mismo valor que la que ha jugado otro (FJS)."
5212,E,enquilombar,pop.,"Enredar, desordenar, hacer barullo o escándalo, trastocar, complicar, alborotar."
5213,E,espejito,delinc.,"Anillo con pequeño espejo del lado de la palma de la mano, o trozo de él en ella, utilizado por tahures para conocer las figuras y números de las cartas de los jugadores."
5214,E,estazo,lunf.,Igual que Estaso.
5215,E,empatar,pop.,Igual (JAS.).
5216,E,enquilombarse,pop.,"Enredarse, confundirse."
5217,E,espejo vichadero,delinc.,Igual que Aniyo vichadero.
5218,E,esteca,ital. Stecca,"Parte de un robo, igual que Astiya."
5219,E,empavonada,delinc.,Pistola.
5220,E,enramada,pop.,Casa de alquiler de habitaciones para parejas.
5221,E,esperáte sentado que parado te vas a cansar,pop.,Expresión alusiva a que no se ha de conceder lo que se solicita.
5222,E,estéreo,drog.,"Dos kilos de droga separada en dos paquetes, transportada uno a cada lado."
5223,E,empavonar,pop.,Amorotar e hinchar los párpados y contornos del ojo a golpes de puño.
5224,E,enredador/ora,pop.,Chismoso o embustero.
5225,E,esperijusar,lunf.,Igual que Espirajusar.
5226,E,estilista,pop.,Peluquero y peinador creador de estilos.
5227,E,empavonarse,pop.,Pavonearse (YAC.).
5228,E,enredar la madeja,pop.,"Complicar un negocio o una situación, complicar una cosa aún más de lo que está."
5229,E,esperijuse,lunf.,Igual que Espirajuse.
5230,E,estirada,drog.,Droga toxicomanígena a la que para aumentar su peso se le ha adicionado otra substancia inocua.
5231,E,empedado/da,pop.,Embriagado.
5232,E,enredista,pop,"Persona que lleva cuentos y enredos (TG), chismoso y embustero (TG.)."
5233,E,esperjar,pop.,"Babosear, salivar al hablar."
5234,E,estirado/da,pop.,"Presuntuoso, orgulloso, arrogante, presumido, engreído."
5235,E,empedarse,pop.,Embriagarse.
5236,E,enredo,pop.,"Engaño, mentira negocio complicado."
5237,E,esperpento,pop.,Persona o cosa notable por su fealdad desaliño o mala traza mujer fea.
5238,E,estirar,drog.,"Adulterar drogas para obtener mayor rendimiento económico, mediante adición de substancias inocuas (pop.) asesinar, matar."
5239,E,empedrada,delinc.,"Medalla de oro con piedras preciosas, u otra alhaja."
5240,E,enristrar,pop.,"Ganar mucho dinero en forma rápida comerciar, negociar, especular."
5241,E,espiantado/da,lunf.,"Huído, evadido, escapado, fugado loco, chiflado, maniático, ido (YAC.)."
5242,E,estirar el morro,pop.,"Morir, fallecer."
5243,E,empeine,pop.,Monte de Venus (ERDELV).
5244,E,enristrarse,pop.,Entreverarse en un negocio próspero.
5245,E,espiantador/ora,delinc.,"Profesional del delito que hurta carros con mercaderías, lo mismo que bicicletas (LCV.), también todo aquél que se alza con lo ajeno (LCV), ladrón que roba y huye inmediatamente."
5246,E,estirar la jeta,pop.,"Fallecer, morir enojarse, demostrar malos modos (LCV.)."
5247,E,empelotado/da,pop.,"Confundido, complicado, desordenado."
5248,E,enristre,pop,Acción y efecto de enristrar.
5249,E,espiantadura,lunf.,"Demencia, locura."
5250,E,estirar las patas,pop.,"Fallecer, morir."
5251,E,empelotar,pop.,"Complicar las cosas, confundir, desordenar, enredar, envolver, arrollar."
5252,E,enrolar,pop.,"Enrolamiento, inscripción en el registro cívico para cumplir con el servicio militar obligatorio."
5253,E,espiantamiento,lunf.,"Fuga (LCM) cesantía, despido de un empleo."
5254,E,estirar las piernas,pop.,Igual que Estirar las patas.
5255,E,empeño,pop.,Casa de empeños.
5256,E,enroscar,pop.,Embrollar.
5257,E,espiantar,lunf.,"Retirarse (ANON. 3), irse (AD) huir (BBL.), fugar, escapar quitar (AD), robar (ANON. 1) hurtar (LCV.), sacar (BRA.) dejar cesante, despedir, echar a una persona."
5258,E,estiron,pop.,Crecimiento repentino de un adolescente.
5259,E,emperejilado/da,pop.,"Emperifollado, bien vestido."
5260,E,enroscar la víbora,pop.,"Envolver a otro con argumentos falaces engañar, hacer creer a otro algo que es falso."
5261,E,espiantar el carro,lunf.,Seducir a una prostituta explotada por otro proxeneta.
5262,E,esto es un show,pop.,Esto no es serio.
5263,E,emperejilarse,pop.,"Emperifollarse, adornarse una persona con profusión y esmero."
5264,E,enrostrar,pop.,"Echar en cara, reprobar."
5265,E,espiantarse,lunf.,"Huir, retirarse, alejarse, fugarse, evadirse, irse volverse demente."
5266,E,esto no funca,pop.,Asunto que no progresa o no funciona.
5267,E,emperifoyado/da,pop.,Emperifollado/da.
